Datum,Verbrauch,Wind,Solar,Wind+Solar
2018-10-08,1445.483,198.024,115.60799999999999,313.632
2018-10-09,1463.148,168.323,106.61500000000001,274.938
2018-10-10,1455.555,271.049,131.029,402.078
2018-10-11,1482.8170000000002,378.198,131.69899999999998,509.89699999999993
2018-10-12,1441.728,326.377,134.785,461.16200000000003
2018-10-13,1224.519,365.326,137.382,502.708
2018-10-14,1137.443,400.26599999999996,137.119,537.385
2018-10-15,1401.5720000000001,153.49,124.528,278.01800000000003
2018-10-16,1424.126,52.176,108.043,160.219
2018-10-17,1430.8500000000001,50.38400000000001,116.46600000000002,166.85000000000002
2018-10-18,1471.4110000000003,156.99999999999997,85.44200000000001,242.44199999999998
2018-10-19,1412.547,49.80599999999999,86.40599999999999,136.212
2018-10-20,1234.2199999999998,116.327,86.94299999999998,203.26999999999998
2018-10-21,1173.3069999999998,149.35500000000002,103.527,252.882
2018-10-22,1498.315,338.293,81.702,419.995
2018-10-23,1582.096,864.203,28.191000000000003,892.394
2018-10-24,1542.134,661.1039999999999,38.538,699.6419999999999
2018-10-25,1523.016,576.142,36.802000000000014,612.9440000000001
2018-10-26,1468.1170000000004,429.07,51.663000000000004,480.733
2018-10-27,1263.739,358.26000000000005,37.144,395.40400000000005
2018-10-28,1197.1439999999998,466.237,27.395000000000003,493.632
2018-10-29,1524.7740000000001,572.822,15.991,588.813
2018-10-30,1540.8619999999996,728.0769999999999,43.38700000000001,771.4639999999999
2018-10-31,1430.5769999999998,438.14300000000003,78.591,516.734
2018-11-01,1300.936,298.992,44.721999999999994,343.714
2018-11-02,1391.995,317.436,55.987,373.423
2018-11-03,1244.6700000000003,166.18,56.751,222.931
2018-11-04,1150.5870000000002,188.301,22.226,210.527
2018-11-05,1449.851,210.98199999999997,45.462,256.44399999999996
2018-11-06,1488.55,243.39799999999997,70.83600000000001,314.234
2018-11-07,1518.2870000000003,272.714,80.607,353.321
2018-11-08,1499.66,174.12199999999999,44.318,218.44
2018-11-09,1490.8850000000002,242.36700000000002,34.655,277.02200000000005
2018-11-10,1318.6630000000002,491.68700000000007,35.837999999999994,527.5250000000001
